Entry	Entry name	Status	Protein names	Gene names	Organism	Length	yourlist:M2017100483C3DD8CE55183C76102DC5D3A26728BEC41F24
P0AC92	GNSA_ECOLI	reviewed	Protein GnsA	gnsA yccL b4517 JW0976	Escherichia coli (strain K12)	57	P52635
P22259	PCKA_ECOLI	reviewed	Phosphoenolpyruvate carboxykinase (ATP) (PCK) (PEP carboxykinase) (PEPCK) (EC 4.1.1.49)	pckA pck b3403 JW3366	Escherichia coli (strain K12)	540	P22259
P0ACC5	ERPA_ECO57	reviewed	Iron-sulfur cluster insertion protein ErpA	erpA Z0167 ECs0160	Escherichia coli O157:H7	114	P37026
P0ACC6	ERPA_SHIFL	reviewed	Iron-sulfur cluster insertion protein ErpA	erpA SF0148 S0151	Shigella flexneri	114	P37026
P0ACC3	ERPA_ECOLI	reviewed	Iron-sulfur cluster insertion protein ErpA	erpA yadR b0156 JW0152	Escherichia coli (strain K12)	114	P37026
P0ACC4	ERPA_ECOL6	reviewed	Iron-sulfur cluster insertion protein ErpA	erpA c0191	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	114	P37026
P0A8V5	RPOB_SHIFL	reviewed	DNA-directed RNA polymerase subunit beta (RNAP subunit beta) (EC 2.7.7.6) (RNA polymerase subunit beta) (Transcriptase subunit beta)	rpoB SF4060 S3675	Shigella flexneri	1342	P00575
P0A8V3	RPOB_ECOL6	reviewed	DNA-directed RNA polymerase subunit beta (RNAP subunit beta) (EC 2.7.7.6) (RNA polymerase subunit beta) (Transcriptase subunit beta)	rpoB c4944	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	1342	P00575
P0A8V4	RPOB_ECO57	reviewed	DNA-directed RNA polymerase subunit beta (RNAP subunit beta) (EC 2.7.7.6) (RNA polymerase subunit beta) (Transcriptase subunit beta)	rpoB Z5560 ECs4910	Escherichia coli O157:H7	1342	P00575
P0A8V2	RPOB_ECOLI	reviewed	DNA-directed RNA polymerase subunit beta (RNAP subunit beta) (EC 2.7.7.6) (RNA polymerase subunit beta) (Transcriptase subunit beta)	rpoB groN nitB rif ron stl stv tabD b3987 JW3950	Escherichia coli (strain K12)	1342	P00575
P39099	DEGQ_ECOLI	reviewed	Periplasmic pH-dependent serine endoprotease DegQ (EC 3.4.21.107) (Protease Do)	degQ hhoA b3234 JW3203	Escherichia coli (strain K12)	455	P39099
P0AFF7	NUSA_ECOL6	reviewed	Transcription termination/antitermination protein NusA	nusA c3926	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	495	P03003
P0AFF8	NUSA_ECO57	reviewed	Transcription termination/antitermination protein NusA	nusA Z4530 ECs4050	Escherichia coli O157:H7	495	P03003
P0AFF6	NUSA_ECOLI	reviewed	Transcription termination/antitermination protein NusA (N utilization substance protein A) (Transcription termination/antitermination L factor)	nusA b3169 JW3138	Escherichia coli (strain K12)	495	P03003
P0AFF9	NUSA_SHIFL	reviewed	Transcription termination/antitermination protein NusA	nusA SF3210 S3427	Shigella flexneri	495	P03003
P15639	PUR9_ECOLI	reviewed	Bifunctional purine biosynthesis protein PurH [Includes: Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3) (AICAR transformylase); IMP cyclohydrolase (EC 3.5.4.10) (ATIC) (IMP synthase) (Inosinicase)]	purH b4006 JW3970	Escherichia coli (strain K12)	529	P15639
P37749	WBBI_ECOLI	reviewed	Beta-1,6-galactofuranosyltransferase WbbI (EC 2.4.1.-) (D-Galf:alpha-D-Glc beta-1,6-galactofuranosyltransferase) (GalF transferase)	wbbI yefG b2034 JW2019	Escherichia coli (strain K12)	330	P37749
P0ABB8	ATMA_ECOLI	reviewed	Magnesium-transporting ATPase, P-type 1 (EC 3.6.3.2) (Mg(2+) transport ATPase, P-type 1)	mgtA corB mgt b4242 JW4201	Escherichia coli (strain K12)	898	P39168
P0ABB9	ATMA_ECO57	reviewed	Magnesium-transporting ATPase, P-type 1 (EC 3.6.3.2) (Mg(2+) transport ATPase, P-type 1)	mgtA Z5853 ECs5219	Escherichia coli O157:H7	898	P39168
P19934	TOLA_ECOLI	reviewed	Protein TolA	tolA cim excC lky b0739 JW0729	Escherichia coli (strain K12)	421	P19934
P0AG67	RS1_ECOLI	reviewed	30S ribosomal protein S1 (Bacteriophage Q beta RNA-directed RNA polymerase subunit I) (Small ribosomal subunit protein bS1)	rpsA ssyF b0911 JW0894	Escherichia coli (strain K12)	557	P02349
P0AG70	RS1_SHIFL	reviewed	30S ribosomal protein S1	rpsA SF0907 S0971	Shigella flexneri	557	P02349
P0AG68	RS1_ECOL6	reviewed	30S ribosomal protein S1	rpsA c1049	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	557	P02349
P0AG69	RS1_ECO57	reviewed	30S ribosomal protein S1	rpsA Z1257 ECs0994	Escherichia coli O157:H7	557	P02349
P28248	DCD_ECOLI	reviewed	dCTP deaminase (EC 3.5.4.13) (Deoxycytidine triphosphate deaminase)	dcd dus paxA b2065 JW2050	Escherichia coli (strain K12)	193	P28248
P0A788	PYRB_ECO57	reviewed	Aspartate carbamoyltransferase catalytic subunit (EC 2.1.3.2) (Aspartate transcarbamylase) (ATCase)	pyrB Z5856 ECs5222	Escherichia coli O157:H7	311	P00479
P0A789	PYRB_SHIFL	reviewed	Aspartate carbamoyltransferase catalytic subunit (EC 2.1.3.2) (Aspartate transcarbamylase) (ATCase)	pyrB SF4245 S4507	Shigella flexneri	311	P00479
P0A786	PYRB_ECOLI	reviewed	Aspartate carbamoyltransferase catalytic subunit (EC 2.1.3.2) (Aspartate transcarbamylase) (ATCase)	pyrB b4245 JW4204	Escherichia coli (strain K12)	311	P00479
P0A787	PYRB_ECOL6	reviewed	Aspartate carbamoyltransferase catalytic subunit (EC 2.1.3.2) (Aspartate transcarbamylase) (ATCase)	pyrB c5345	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	311	P00479
P0AEK5	FABI_ECO57	reviewed	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI (ENR) (EC 1.3.1.9) (NADH-dependent enoyl-ACP reductase)	fabI Z2512 ECs1861	Escherichia coli O157:H7	262	P29132
P0AEK6	FABI_SHIFL	reviewed	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI (ENR) (EC 1.3.1.9) (NADH-dependent enoyl-ACP reductase)	fabI SF1293 S1375	Shigella flexneri	262	P29132
P0AEK4	FABI_ECOLI	reviewed	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI (ENR) (EC 1.3.1.9) (NADH-dependent enoyl-ACP reductase)	fabI envM b1288 JW1281	Escherichia coli (strain K12)	262	P29132
P0A812	RUVB_ECOLI	reviewed	Holliday junction ATP-dependent DNA helicase RuvB (EC 3.6.4.12)	ruvB b1860 JW1849	Escherichia coli (strain K12)	336	P08577
P0A813	RUVB_ECO57	reviewed	Holliday junction ATP-dependent DNA helicase RuvB (EC 3.6.4.12)	ruvB Z2912 ECs2570	Escherichia coli O157:H7	336	P08577
P64588	YQJI_ECOLI	reviewed	Transcriptional regulator YqjI	yqjI b3071 JW3042	Escherichia coli (strain K12)	207	Q46872
P64589	YQJI_SHIFL	reviewed	Uncharacterized protein YqjI	yqjI SF3112 S3318	Shigella flexneri	207	Q46872
P0AGG3	TESB_ECO57	reviewed	Acyl-CoA thioesterase 2 (EC 3.1.2.-) (Acyl-CoA thioesterase II) (TEII)	tesB Z0564 ECs0506	Escherichia coli O157:H7	286	P23911
P0AGG2	TESB_ECOLI	reviewed	Acyl-CoA thioesterase 2 (EC 3.1.2.-) (Acyl-CoA thioesterase II) (TEII)	tesB b0452 JW0442	Escherichia coli (strain K12)	286	P23911
P39321	TAMB_ECOLI	reviewed	Translocation and assembly module subunit TamB (Autotransporter assembly factor TamB)	tamB ytfN ytfO b4221 JW4180	Escherichia coli (strain K12)	1259	P39321
P0A9C3	GALM_ECOLI	reviewed	Aldose 1-epimerase (EC 5.1.3.3) (Galactose mutarotase) (Type-1 mutarotase)	galM b0756 JW0739	Escherichia coli (strain K12)	346	P40681
P0A9C4	GALM_SHIFL	reviewed	Aldose 1-epimerase (EC 5.1.3.3) (Galactose mutarotase) (Type-1 mutarotase)	galM SF0548 S0556	Shigella flexneri	346	P40681
P21513	RNE_ECOLI	reviewed	Ribonuclease E (RNase E) (EC 3.1.26.12)	rne ams hmp1 b1084 JW1071	Escherichia coli (strain K12)	1061	P21513
P0ACP8	PURR_ECO57	reviewed	HTH-type transcriptional repressor PurR (Pur regulon repressor) (Purine nucleotide synthesis repressor)	purR Z2681 ECs2367	Escherichia coli O157:H7	341	P15039
P0ACP9	PURR_SHIFL	reviewed	HTH-type transcriptional repressor PurR (Pur regulon repressor) (Purine nucleotide synthesis repressor)	purR SF1686 S1818	Shigella flexneri	341	P15039
P0ACP7	PURR_ECOLI	reviewed	HTH-type transcriptional repressor PurR (Pur regulon repressor) (Purine nucleotide synthesis repressor)	purR b1658 JW1650	Escherichia coli (strain K12)	341	P15039
Q46948	YAJL_ECOLI	reviewed	Protein/nucleic acid deglycase 3 (EC 3.1.2.-) (EC 3.5.1.-) (EC 3.5.1.124) (Chaperone protein YajL) (Maillard deglycase)	yajL thiJ b0424 JW5057	Escherichia coli (strain K12)	196	Q46948
P31663	PANC_ECOLI	reviewed	Pantothenate synthetase (PS) (EC 6.3.2.1) (Pantoate--beta-alanine ligase) (Pantoate-activating enzyme)	panC b0133 JW0129	Escherichia coli (strain K12)	283	P31663
P75823	LTAE_ECOLI	reviewed	Low specificity L-threonine aldolase (Low specificity L-TA) (EC 4.1.2.48)	ltaE ybjU b0870 JW0854	Escherichia coli (strain K12)	333	P75823
P04825	AMPN_ECOLI	reviewed	Aminopeptidase N (EC 3.4.11.2) (Alpha-aminoacylpeptide hydrolase)	pepN b0932 JW0915	Escherichia coli (strain K12)	870	P04825
Q46871	YQJH_ECOLI	reviewed	NADPH-dependent ferric-chelate reductase (EC 1.16.1.9) (Ferric siderophore reductase)	yqjH b3070 JW3041	Escherichia coli (strain K12)	254	Q46871
P32177	FDHD_ECOLI	reviewed	Sulfur carrier protein FdhD (Sulfurtransferase FdhD)	fdhD b3895 JW3866	Escherichia coli (strain K12)	277	P32177
P22333	ADD_ECOLI	reviewed	Adenosine deaminase (EC 3.5.4.4) (Adenosine aminohydrolase)	add b1623 JW1615	Escherichia coli (strain K12)	333	P22333
P33602	NUOG_ECOLI	reviewed	NADH-quinone oxidoreductase subunit G (EC 1.6.5.11) (NADH dehydrogenase I subunit G) (NDH-1 subunit G) (NUO7)	nuoG b2283 JW2278	Escherichia coli (strain K12)	908	P33602
P0A849	TGT_ECO57	reviewed	Queuine tRNA-ribosyltransferase (EC 2.4.2.29) (Guanine insertion enzyme) (tRNA-guanine transglycosylase)	tgt Z0505 ECs0457	Escherichia coli O157:H7	375	P19675
P0A847	TGT_ECOLI	reviewed	Queuine tRNA-ribosyltransferase (EC 2.4.2.29) (Guanine insertion enzyme) (tRNA-guanine transglycosylase)	tgt b0406 JW0396	Escherichia coli (strain K12)	375	P19675
P0A848	TGT_ECOL6	reviewed	Queuine tRNA-ribosyltransferase (EC 2.4.2.29) (Guanine insertion enzyme) (tRNA-guanine transglycosylase)	tgt c0516	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	375	P19675
P17169	GLMS_ECOLI	reviewed	Glutamine--fructose-6-phosphate aminotransferase [isomerizing] (EC 2.6.1.16) (D-fructose-6-phosphate amidotransferase) (GFAT) (Glucosamine-6-phosphate synthase) (Hexosephosphate aminotransferase) (L-glutamine--D-fructose-6-phosphate amidotransferase)	glmS b3729 JW3707	Escherichia coli (strain K12)	609	P17169
P0C0S3	MSCS_SHIFL	reviewed	Small-conductance mechanosensitive channel	mscS SF2909 S3109	Shigella flexneri	286	P11666
P0C0S2	MSCS_ECO57	reviewed	Small-conductance mechanosensitive channel	mscS Z4261 ECs3795	Escherichia coli O157:H7	286	P11666
P0C0S1	MSCS_ECOLI	reviewed	Small-conductance mechanosensitive channel	mscS yggB b2924 JW2891	Escherichia coli (strain K12)	286	P11666
P0A6L3	DAPA_SHIFL	reviewed	4-hydroxy-tetrahydrodipicolinate synthase (HTPA synthase) (EC 4.3.3.7)	dapA SF2521 S2671	Shigella flexneri	292	P05640
P0A6L2	DAPA_ECOLI	reviewed	4-hydroxy-tetrahydrodipicolinate synthase (HTPA synthase) (EC 4.3.3.7)	dapA b2478 JW2463	Escherichia coli (strain K12)	292	P05640
P0AB78	KBL_ECO57	reviewed	2-amino-3-ketobutyrate coenzyme A ligase (AKB ligase) (KBL) (EC 2.3.1.29) (Glycine acetyltransferase)	kbl Z5044 ECs4495	Escherichia coli O157:H7	398	P07912
P0AB79	KBL_SHIFL	reviewed	2-amino-3-ketobutyrate coenzyme A ligase (AKB ligase) (KBL) (EC 2.3.1.29) (Glycine acetyltransferase)	kbl SF3657 S4110	Shigella flexneri	398	P07912
P0AB77	KBL_ECOLI	reviewed	2-amino-3-ketobutyrate coenzyme A ligase (AKB ligase) (EC 2.3.1.29) (Glycine acetyltransferase)	kbl b3617 JW3592	Escherichia coli (strain K12)	398	P07912
P0DMC7	RCSB_ECOLI	reviewed	Transcriptional regulatory protein RcsB (Capsular synthesis regulator component B)	rcsB b2217 JW2205	Escherichia coli (strain K12)	216	P14374
P0DMC8	RCSB_ECOLX	reviewed	Transcriptional regulatory protein RcsB	rcsB	Escherichia coli	216	P14374
P69410	RCSB_SHIFL	reviewed	Transcriptional regulatory protein RcsB	rcsB SF2301 S2432	Shigella flexneri	216	P14374
P69409	RCSB_ECO57	reviewed	Transcriptional regulatory protein RcsB	rcsB Z3476 ECs3106	Escherichia coli O157:H7	216	P14374
P69408	RCSB_ECOL6	reviewed	Transcriptional regulatory protein RcsB	rcsB c2760	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	216	P14374
P0A6L1	DEOC_ECOL6	reviewed	Deoxyribose-phosphate aldolase (DERA) (EC 4.1.2.4) (2-deoxy-D-ribose 5-phosphate aldolase) (Phosphodeoxyriboaldolase) (Deoxyriboaldolase)	deoC dra thyR c5465	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	259	P00882
P0A6L0	DEOC_ECOLI	reviewed	Deoxyribose-phosphate aldolase (DERA) (EC 4.1.2.4) (2-deoxy-D-ribose 5-phosphate aldolase) (Phosphodeoxyriboaldolase) (Deoxyriboaldolase)	deoC dra thyR b4381 JW4344	Escherichia coli (strain K12)	259	P00882
P76423	THIM_ECOLI	reviewed	Hydroxyethylthiazole kinase (EC 2.7.1.50) (4-methyl-5-beta-hydroxyethylthiazole kinase) (TH kinase) (Thz kinase)	thiM b2104 JW2091	Escherichia coli (strain K12)	262	P76423
P27298	OPDA_ECOLI	reviewed	Oligopeptidase A (EC 3.4.24.70)	prlC opdA b3498 JW3465	Escherichia coli (strain K12)	680	P27298
P09169	OMPT_ECOLI	reviewed	Protease 7 (EC 3.4.23.49) (Omptin) (Outer membrane protein 3B) (Protease A) (Protease VII)	ompT b0565 JW0554	Escherichia coli (strain K12)	317	P09169
P0A876	TRMD_SHIFL	reviewed	tRNA (guanine-N(1)-)-methyltransferase (EC 2.1.1.228) (M1G-methyltransferase) (tRNA [GM37] methyltransferase)	trmD SF2667 S2844	Shigella flexneri	255	P07020
P0A874	TRMD_ECOL6	reviewed	tRNA (guanine-N(1)-)-methyltransferase (EC 2.1.1.228) (M1G-methyltransferase) (tRNA [GM37] methyltransferase)	trmD c3128	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	255	P07020
P0A875	TRMD_ECO57	reviewed	tRNA (guanine-N(1)-)-methyltransferase (EC 2.1.1.228) (M1G-methyltransferase) (tRNA [GM37] methyltransferase)	trmD Z3901 ECs3470	Escherichia coli O157:H7	255	P07020
P0A873	TRMD_ECOLI	reviewed	tRNA (guanine-N(1)-)-methyltransferase (EC 2.1.1.228) (M1G-methyltransferase) (tRNA [GM37] methyltransferase)	trmD b2607 JW2588	Escherichia coli (strain K12)	255	P07020
P0AC33	FUMA_ECOLI	reviewed	Fumarate hydratase class I, aerobic (EC 4.2.1.2) (Fumarase A) (Oxaloacetate keto--enol-isomerase) (OAAKE isomerase) (Oxaloacetate tautomerase) (EC 5.3.2.2)	fumA b1612 JW1604	Escherichia coli (strain K12)	548	P00923
P0AC34	FUMA_ECOL6	reviewed	Fumarate hydratase class I, aerobic (EC 4.2.1.2) (Fumarase A) (Oxaloacetate keto--enol-isomerase) (OAAKE isomerase) (Oxaloacetate tautomerase) (EC 5.3.2.2)	fumA c2004	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	548	P00923
P23331	KITH_ECOLI	reviewed	Thymidine kinase (EC 2.7.1.21)	tdk b1238 JW1226	Escherichia coli (strain K12)	205	P23331
P76506	MLAA_ECOLI	reviewed	Probable phospholipid-binding lipoprotein MlaA	mlaA vacJ b2346 JW2343	Escherichia coli (strain K12)	251	P76506
P38521	YGGL_ECOLI	reviewed	Uncharacterized protein YggL	yggL b2959 JW2926	Escherichia coli (strain K12)	108	P38521
P0ADS4	ZAPA_ECO57	reviewed	Cell division protein ZapA (Z ring-associated protein ZapA)	zapA Z4247 ECs3781	Escherichia coli O157:H7	109	P45580
P0ADS5	ZAPA_SHIFL	reviewed	Cell division protein ZapA (Z ring-associated protein ZapA)	zapA SF2896 S3095	Shigella flexneri	109	P45580
P0ADS2	ZAPA_ECOLI	reviewed	Cell division protein ZapA (Z ring-associated protein ZapA)	zapA ygfE b2910 JW2878	Escherichia coli (strain K12)	109	P45580
P0ADS3	ZAPA_ECOL6	reviewed	Cell division protein ZapA (Z ring-associated protein ZapA)	zapA c3492	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	109	P45580
P03841	MALM_ECOLI	reviewed	Maltose operon periplasmic protein	malM molA b4037 JW3997	Escherichia coli (strain K12)	306	P03841
P77774	BAMB_ECOLI	reviewed	Outer membrane protein assembly factor BamB	bamB yfgL b2512 JW2496	Escherichia coli (strain K12)	392	P77774
P0A7G5	RBFA_SHIFL	reviewed	Ribosome-binding factor A	rbfA SF3208 S3425	Shigella flexneri	133	P09170
P0A7G3	RBFA_ECOL6	reviewed	Ribosome-binding factor A	rbfA c3923	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	133	P09170
P0A7G4	RBFA_ECO57	reviewed	Ribosome-binding factor A	rbfA Z4528 ECs4048	Escherichia coli O157:H7	133	P09170
P0A7G2	RBFA_ECOLI	reviewed	30S ribosome-binding factor (Protein P15B) (Ribosome-binding factor A) (RbfA)	rbfA P15B yhbB b3167 JW3136	Escherichia coli (strain K12)	133	P09170
P69785	PTGA_SHIFL	reviewed	PTS system glucose-specific EIIA component (EIIA-Glc) (EIII-Glc) (Glucose-specific phosphotransferase enzyme IIA component) (EC 2.7.1.199)	crr SF2472 S2618	Shigella flexneri	169	P08837
P69784	PTGA_ECOL6	reviewed	PTS system glucose-specific EIIA component (EIIA-Glc) (EIII-Glc) (Glucose-specific phosphotransferase enzyme IIA component) (EC 2.7.1.199)	crr c2952	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	169	P08837
P69783	PTGA_ECOLI	reviewed	PTS system glucose-specific EIIA component (EIIA-Glc) (EIII-Glc) (Glucose-specific phosphotransferase enzyme IIA component) (EC 2.7.1.199)	crr gsr iex tgs treD b2417 JW2410	Escherichia coli (strain K12)	169	P08837
P0AEI3	MIAB_ECO57	reviewed	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase (EC 2.8.4.3) ((Dimethylallyl)adenosine tRNA methylthiotransferase MiaB) (tRNA-i(6)A37 methylthiotransferase)	miaB Z0810 ECs0699	Escherichia coli O157:H7	474	P77645
P0AEI1	MIAB_ECOLI	reviewed	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase (EC 2.8.4.3) ((Dimethylallyl)adenosine tRNA methylthiotransferase MiaB) (tRNA-i(6)A37 methylthiotransferase)	miaB yleA b0661 JW0658	Escherichia coli (strain K12)	474	P77645
P0AEI2	MIAB_ECOL6	reviewed	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase (EC 2.8.4.3) ((Dimethylallyl)adenosine tRNA methylthiotransferase MiaB) (tRNA-i(6)A37 methylthiotransferase)	miaB c0747	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	474	P77645
P27303	EMRA_ECOLI	reviewed	Multidrug export protein EmrA	emrA b2685 JW2660	Escherichia coli (strain K12)	390	P27303
P0CE48	EFTU2_ECOLI	reviewed	Elongation factor Tu 2 (EF-Tu 2) (Bacteriophage Q beta RNA-directed RNA polymerase subunit III) (P-43)	tufB b3980 JW3943	Escherichia coli (strain K12)	394	P02990
P0CE47	EFTU1_ECOLI	reviewed	Elongation factor Tu 1 (EF-Tu 1) (Bacteriophage Q beta RNA-directed RNA polymerase subunit III) (P-43)	tufA b3339 JW3301	Escherichia coli (strain K12)	394	P02990
P0A6N3	EFTU_ECO57	reviewed	Elongation factor Tu (EF-Tu) (P-43)	tufA Z4697 ECs4190; tufB Z5553 ECs4903	Escherichia coli O157:H7	394	P02990
P0A6N2	EFTU_ECOL6	reviewed	Elongation factor Tu (EF-Tu) (P-43)	tufA c4111; tufB c4935	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	394	P02990
P60716	LIPA_ECOLI	reviewed	Lipoyl synthase (EC 2.8.1.8) (Lip-syn) (LS) (Lipoate synthase) (Lipoic acid synthase) (Sulfur insertion protein LipA)	lipA lip b0628 JW0623	Escherichia coli (strain K12)	321	P60716
P75915	YCDY_ECOLI	reviewed	Chaperone protein YcdY	ycdY b1035 JW1018	Escherichia coli (strain K12)	184	P75915
P30860	ARTJ_ECOLI	reviewed	ABC transporter arginine-binding protein 1	artJ b0860 JW0844	Escherichia coli (strain K12)	243	P30860
P08179	PUR3_ECOLI	reviewed	Phosphoribosylglycinamide formyltransferase (EC 2.1.2.2) (5'-phosphoribosylglycinamide transformylase) (GAR transformylase) (GART)	purN b2500 JW2485	Escherichia coli (strain K12)	212	P08179
P0A6Q2	ENO_SHIFL	reviewed	Enolase (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase) (2-phosphoglycerate dehydratase)	eno SF2794 S2988	Shigella flexneri	432	P08324
P0A6Q0	ENO_ECOL6	reviewed	Enolase (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase) (2-phosphoglycerate dehydratase)	eno c3344	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	432	P08324
P0A6Q1	ENO_ECO57	reviewed	Enolase (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase) (2-phosphoglycerate dehydratase)	eno Z4094 ECs3639	Escherichia coli O157:H7	432	P08324
P0A6P9	ENO_ECOLI	reviewed	Enolase (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase) (2-phosphoglycerate dehydratase)	eno b2779 JW2750	Escherichia coli (strain K12)	432	P08324
P37349	DHAM_ECOLI	reviewed	Protein-lysine deacetylase (EC 3.5.1.-) (Dihydroxyacetone kinase subunit M) (Lysine deacetylase) (KDAC) (PEP-dependent dihydroxyacetone kinase, phosphoryl donor subunit DhaM)	dhaM ycgC b1198 JW5185	Escherichia coli (strain K12)	472	P37349
P0AC64	GLRX3_ECO57	reviewed	Glutaredoxin 3 (Grx3)	grxC Z5037 ECs4488	Escherichia coli O157:H7	83	P37687
P0AC62	GLRX3_ECOLI	reviewed	Glutaredoxin 3 (Grx3)	grxC yibM b3610 JW3585	Escherichia coli (strain K12)	83	P37687
P0AC63	GLRX3_ECOL6	reviewed	Glutaredoxin 3 (Grx3)	grxC c4433	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	83	P37687
P63389	YHES_ECOLI	reviewed	Uncharacterized ABC transporter ATP-binding protein YheS	yheS b3352 JW3315	Escherichia coli (strain K12)	637	P45535
P63390	YHES_ECO57	reviewed	Uncharacterized ABC transporter ATP-binding protein YheS	yheS Z4713 ECs4203	Escherichia coli O157:H7	637	P45535
P0A9Y7	CSPC_ECOL6	reviewed	Cold shock-like protein CspC (CSP-C)	cspC c2231	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	69	P36996
P0A9Y8	CSPC_ECO57	reviewed	Cold shock-like protein CspC (CSP-C)	cspC Z2868 ECs2533	Escherichia coli O157:H7	69	P36996
P0A9Y6	CSPC_ECOLI	reviewed	Cold shock-like protein CspC (CSP-C)	cspC msmB b1823 JW1812	Escherichia coli (strain K12)	69	P36996
P0A9Z0	CSPC_SALTI	reviewed	Cold shock-like protein CspC (CSP-C)	cspC STY1967 t1041	Salmonella typhi	69	P36996
P0A9Y9	CSPC_SALTY	reviewed	Cold shock-like protein CspC (CSP-C)	cspC STM1837	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	69	P36996
P0AFZ3	SSPB_ECOLI	reviewed	Stringent starvation protein B (Adapter protein SspB) (Specificity-enhancing factor SspB)	sspB b3228 JW3197	Escherichia coli (strain K12)	165	P25663
P0AFZ4	SSPB_ECO57	reviewed	Stringent starvation protein B	sspB Z4586 ECs4101	Escherichia coli O157:H7	165	P25663
P0AB16	YCCJ_ECO57	reviewed	Uncharacterized protein YccJ	yccJ Z1422 ECs1159	Escherichia coli O157:H7	75	P46131
P0AB17	YCCJ_SHIFL	reviewed	Uncharacterized protein YccJ	yccJ SF1007 S1076	Shigella flexneri	75	P46131
P0AB14	YCCJ_ECOLI	reviewed	Uncharacterized protein YccJ	yccJ b1003 JW0988	Escherichia coli (strain K12)	75	P46131
P0AB15	YCCJ_ECOL6	reviewed	Uncharacterized protein YccJ	yccJ c1139	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	75	P46131
P0A6V8	GLK_ECOLI	reviewed	Glucokinase (EC 2.7.1.2) (Glucose kinase)	glk b2388 JW2385	Escherichia coli (strain K12)	321	P46880
P0A6V9	GLK_ECO57	reviewed	Glucokinase (EC 2.7.1.2) (Glucose kinase)	glk Z3654 ECs3268	Escherichia coli O157:H7	321	P46880
P0AGK7	YHBY_SHIFL	reviewed	RNA-binding protein YhbY	yhbY SF3220 S3438	Shigella flexneri	97	P42550
P0AGK5	YHBY_ECOL6	reviewed	RNA-binding protein YhbY	yhbY c3937	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	97	P42550
